Index,Category,Name,Winds(MPH),Deaths, Actual Dollars ,Landfall,Month,Year,DateImpact
1069,1,Cristobal,85,7,,,August,2014,
858,5,Camille,175,259,,Mississippi,August,1969,18-Aug
1072,1,Fred,85,9,,,August,2015,
1074,1,Kate,85,0,,,November,2015,
1079,1,Alex,85,1,,,January,2016,
1080,1,Earl,85,94,,,August,2016,
1085,1,Franklin,85,0,,,August,2017,
1112,1,Elsa,85,13,,,June,2021,
9,1,Hurricane San Lorenzo of 1852,80,,,,September,1852,
12,1,Three,80,0,,,September,1852,
21,1,Six,80,0,,,September,1853,
25,1,One,80,0,,,June,1854,
866,4,Celia,,,,Texas,August,1970,3-Aug
33,1,Three,80,0,,,August,1855,
38,1,Six,80,0,,,September,1856,
39,1,Two,80,0,,,August,1856,
45,1,Three,80,0,,,September,1857,
871,1,Fern,90,2,"$30,200,000.00 ",Texas,September,1971,10-Sep
53,1,One,80,0,,,June,1858,
1322,1,Ginger,,,,North Carolina,September,1971,30-Sep
57,1,Two,80,0,,,August,1858,
63,1,Five,80,2,,,September,1859,
68,1,Three,80,0,,,September,1859,
73,1,Three,80,0,,,September,1860,
82,1,Five,80,0,,,September,1861,
83,1,Four,80,0,,,September,1861,
85,1,The Expedition Hurricane of 1861,80,0,,,November,1861,
878,1,Agnes,90,128,"$2,100,000,000.00 ",Florida,June,1972,19-Jun
879,1,Agnes,90,128,"$2,100,000,000.00 ",New York,June,1972,22-Jun
102,1,Five,80,3,,,October,1862,
105,1,Five,80,0,,,September,1863,
109,1,Five,80,0,,,October,1864,
110,1,One,80,0,,,July,1864,
112,1,Three,80,0,,,August,1864,
118,1,Four,80,0,,,September,1866,
119,1,Three,80,0,,,September,1866,
123,1,Four,80,0,,,August,1867,
124,1,One,80,0,,,June,1867,
135,1,Five,80,0,,,September,1869,
145,1,Eight,80,0,,,October,1870,
146,1,Eleven,80,0,,,October,1870,
1155,1,Eloise,,,,Alabama,September,1975,23-Sep
1156,3,Eloise,,,,Florida,September,1975,23-Sep
155,1,Seven,80,0,,,October,1870,
156,1,The Mobile Hurricane of 1870,80,,,,July,1870,
1314,1,Belle,,,,New York,August,1976,10-Aug
162,1,Eight,80,0,,,October,1871,
163,1,Seven,80,0,,,September,1871,
165,1,Six,80,0,,,September,1871,
178,1,Five,80,0,,,October,1872,
898,1,Babe,75,0,"$13,000,000.00 ",Louisiana,September,1977,5-Sep
180,1,Four,80,0,,,September,1872,
184,1,Three,80,0,,,September,1872,
186,1,Three,80,0,,,September,1873,
195,1,Two,80,0,,,August,1874,
207,1,One,80,0,,,August,1875,
208,1,Six,80,0,,,October,1875,
210,1,Two,80,0,,,September,1875,
220,1,Three,80,0,,,September,1877,
222,1,Two,80,0,,,September,1877,
231,1,Eight,80,27,,,October,1878,
235,1,Nine,80,0,,,October,1878,
238,1,Two,80,,,,August,1878,
272,1,One,80,0,,,August,1879,
274,1,Seven,80,0,,,October,1879,
291,1,Nine,80,0,,,October,1880,
295,1,Six,80,0,,,September,1880,
914,1,Bob,75,1,"$20,000,000.00 ",Louisiana,September,1979,11-Sep
918,4,Frederic,,,,Alabama,September,1979,13-Sep
321,1,Four,80,,,,August,1881,
330,1,Five,80,0,,,September,1882,
332,1,One,80,0,,,August,1882,
345,1,One,80,0,,,September,1884,
352,1,Five,80,0,,,September,1885,
358,1,Six,80,,,,September,1885,
396,1,Eighteen,80,0,,,December,1887,
403,1,Seventeen,80,0,,,November,1887,
404,1,Ten,80,0,,,September,1887,
416,1,One,80,,,,June,1888,
419,1,Six,80,,,,September,1888,
426,1,Five,80,0,,,September,1889,
432,1,One,80,0,,,May,1889,
1335,3,Alicia,,,,Texas,August,1983,18-Aug
435,1,Three,80,,,,August,1889,
441,1,Two,80,0,,,August,1891,
457,1,One,80,,,,June,1893,
470,1,Five,80,188,,,October,1897,
477,1,One,80,12,,,August,1898,
909,4,Greta,,,,,September,1978,
943,1,Bob,75,5,"$20,000,000.00 ",South Carolina,July,1985,25-Jul
942,1,Danny,90,5,"$100,000,000.00 ",Louisiana,August,1985,15-Aug
1158,3,Elena,,,,Florida,September,1985,1-Sep
1157,3,Elena,,,,Alabama,September,1985,2-Sep
1159,3,Elena,,,,Mississippi,September,1985,2-Sep
480,1,Three,80,0,,,September,1898,
494,1,Hurricane San Cirillo of 1901,80,,,,July,1901,
495,1,Hurricane San Vicente of 1901,80,,,,September,1901,
498,1,Six,80,0,,,August,1901,
499,1,Thirteen,80,0,,,October,1901,
936,1,Juan,85,63,"$3,906,500,000.00 ",Louisiana,October,1985,28-Oct
1277,2,Kate,,,,Florida,November,1985,21-Nov
1278,1,Kate,,,,Georgia,November,1985,22-Nov
502,1,Two,80,,,,June,1902,
945,1,Bonnie,85,5,"$42,000,000.00 ",Texas,June,1986,28-Jun
946,1,Charley,80,15,"$15,000,000.00 ",North Carolina,August,1986,17-Aug
510,1,One,80,,,,July,1903,
948,1,Floyd,75,1,"$500,000.00 ",Florida,October,1987,12-Oct
511,1,Ten,80,0,,,November,1903,
950,1,Florence,80,1,"$2,900,000.00 ",Louisiana,September,1988,10-Sep
513,1,Two,80,27,"$500,000.00 ",,September,1904,
519,1,Four,80,,,,October,1904,
521,1,One,80,,,,June,1904,
956,1,Chantal,80,13,"$100,000,000.00 ",Texas,August,1989,1-Aug
523,1,Three,80,,,,September,1904,
525,1,Eleven,80,,,,November,1906,
957,1,Jerry,85,3,"$70,000,000.00 ",Texas,October,1989,16-Oct
534,1,Three,80,,,,July,1908,
540,1,Two,80,,"$12,600.00 ",,August,1911,
565,1,Eight,80,,,,August,1916,
580,1,Two,80,215,"$19,000,000.00 ",,September,1921,
592,1,Three,80,0,,,September,1922,
594,1,Four,80,0,,,September,1923,
1184,2,Bob,,,,Conneticut,August,1991,19-Aug
1185,2,Bob,,,,Massachusetts,August,1991,19-Aug
1186,2,Bob,,,,New York,August,1991,19-Aug
1187,2,Bob,,,,Rhode Island,August,1991,19-Aug
597,1,Six,80,0,,,October,1923,
965,5,Andrew,175,61,"$54,270,000,000.00 ",Florida,August,1992,24-Aug
603,1,Eleven,80,,,,November,1924,
608,1,One,80,0,,,August,1925,
1323,3,Emily,,,,North Carolina,August,1993,31-Aug
618,1,Three,80,19,"$4,360,000.00 ",,September,1927,
632,1,Five,80,0,,,October,1929,
668,1,Five,80,,,,August,1934,
680,1,Eleven,80,0,,,August,1936,
1279,2,Erin,,,,Florida,August,1995,3-Aug
682,1,Three,80,,"$550,000.00 ",,June,1936,
953,4,Joan,,,,,October,1988,
689,1,Eleven,80,0,,,October,1937,
698,1,Eight,80,0,,,October,1940,
700,1,Three,80,0,,,September,1941,
702,1,Two,80,0,"$790,000.00 ",,August,1942,
1324,2,Bertha,,,,North Carolina,July,1996,12-Jul
1325,3,Fran,,,,North Carolina,September,1996,6-Sep
704,1,Three,80,0,"$2,000,000.00 ",,July,1944,
707,1,Eight,80,,,,September,1944,
709,1,One,80,0,,,July,1944,
711,1,Twelve,80,0,,,October,1944,
983,1,Danny,80,9,"$100,000,000.00 ",Louisiana,July,1997,18-Jul
982,1,Danny,80,9,"$100,000,000.00 ",Alabama,July,1997,19-Jul
718,1,Two,80,0,,,July,1946,
1326,2,Bonnie,,,,North Carolina,August,1998,27-Aug
1280,1,Earl,,,,Florida,September,1998,3-Sep
719,1,Three,80,1,"$800,000.00 ",,August,1947,
722,1,Five,80,0,"$900,000.00 ",,September,1948,
728,1,Ten,80,15,"$1,012,000.00 ",,September,1949,
737,1,Love,80,0,,,October,1950,
746,1,Twelve,80,0,,,September,1951,
756,1,Gail,80,0,,,October,1953,
789,1,Abby,80,6,"$640,000.00 ",,July,1960,
975,4,Luis,,,,,September,1995,
1281,1,Irene,,,,Florida,October,1999,15-Oct
1282,2,Irene,,,,North Carolina,October,1999,18-Oct
806,1,Jenny,80,0,,,November,1961,
815,1,Four,80,0,,,September,1963,
827,1,Celia,80,0,,,July,1966,
833,1,Lois,80,0,,,November,1966,
848,1,Dolly,80,0,,,August,1968,
981,4,Hortense,,,,,September,1996,
868,1,Nineteen,80,0,,,October,1970,
873,1,Irene,80,3,"$1,000,000.00 ",,September,1971,
882,1,Dawn,80,0,,,September,1972,
887,1,Fran,80,0,,,October,1973,
904,1,Evelyn,80,0,,,October,1977,
993,4,Lenny,,,,,November,1999,
907,1,Kendra,80,1,"$6,000,000.00 ",,October,1978,
922,1,Charley,80,7,,,August,1980,
1009,1,Claudette,90,3,"$181,000,000.00 ",Texas,July,2003,15-Jul
924,1,Georges,80,0,,,September,1980,
926,1,Dennis,80,0,"$15,000,000.00 ",,August,1981,
998,4,Keith,,,,,October,2000,
930,1,Barry,80,0,,,August,1983,
1327,1,Alex,,,,North Carolina,August,2004,3-Aug
1015,4,Charley,,35,"$2,399,300,000.00 ",Florida,August,2004,13-Aug
935,1,Lili,80,0,,,December,1984,
1001,4,Iris,,,,,October,2001,
1018,1,Gaston,75,9,"$130,000,000.00 ",South Carolina,August,2004,29-Aug
1002,4,Michelle,,,,,November,2001,
959,1,Bertha,80,9,"$3,910,000.00 ",,July,1990,
960,1,Klaus,80,11,"$1,000,000.00 ",,October,1990,
1283,3,Jeanne,,,,Florida,September,2004,26-Sep
971,1,Chris,80,0,,,August,1994,
1031,1,Cindy,75,3,"$320,000,000.00 ",Louisiana,July,2005,6-Jul
980,1,Dolly,80,14,,,August,1996,
994,1,Gordon,80,26,"$10,800,000.00 ",,September,2000,
996,1,Florence,80,3,,,September,2000,
999,1,Gabrielle,80,3,"$230,000,000.00 ",,September,2001,
1000,1,Karen,80,0,"$1,400,000.00 ",,October,2001,
1028,1,Stan,80,1668,"$3,960,000,000.00 ",,October,2005,
1032,1,Ophelia,85,3,"$70,000,000.00 ",North Carolina,September,2005,14-Sep
1036,1,Philippe,80,0,,,September,2005,
1041,1,Noel,80,222,"$580,000,000.00 ",,October,2007,
1042,1,Lorenzo,80,6,"$92,000,000.00 ",,September,2007,
1059,1,Maria,80,0,,,September,2011,
1064,1,Leslie,80,0,,,August,2012,
1068,1,Bertha,80,0,,,August,2014,
1070,1,Fay,80,0,,,October,2014,
1092,1,Beryl,80,0,,,July,2018,
1098,1,Pablo,80,0,,,October,2019,
436,1,Two,75,,,,June,1889,
454,1,Two,75,,,,August,1892,
535,1,Two,75,,,,May,1908,
550,1,Five,75,,"$75,000.00 ",,October,1913,
1043,1,Humberto,90,1,"$50,000,000.00 ",Louisiana,September,2007,13-Sep
1044,1,Humberto,90,1,"$50,000,000.00 ",Texas,September,2007,13-Sep
557,1,One,75,0,,,June,1913,
558,1,Six,75,0,,,October,1913,
559,1,One,75,,"$250,000.00 ",,July,1915,
572,1,Three,75,0,,,August,1918,
640,1,Eight,75,0,,,September,1931,
1336,1,Dolly,,,,Texas,July,2008,23-Jul
661,1,Fifteen,75,0,,,September,1933,
684,1,Eight,75,0,,,August,1936,
693,1,Two,75,0,$200.00 ,,August,1939,
724,1,Ten,75,0,,,November,1948,
745,1,Jig,75,0,,,October,1951,
753,1,Dolly,75,0,,,September,1953,
784,1,Flora,75,0,,,September,1959,
1052,4,Paloma,,,,,November,2008,
1053,4,Bill,,,,,August,2009,
1054,4,Earl,,,,,August,2010,
1055,4,Igor,,,,,September,2010,
1328,1,Irene,,,,North Carolina,August,2011,27-Aug
812,1,Debra,75,0,,,September,1963,
825,1,Becky,75,0,,,July,1966,
845,1,Abby,75,6,"$450,000.00 ",,June,1968,
1062,1,Isaac,80,9,"$3,399,100,000.00 ",Louisiana,August,2012,28-Aug
1315,1,Sandy,,,,New York,October,2012,29-Oct
847,1,Brenda,75,0,,,June,1968,
862,1,Seventeen,75,0,,,October,1969,
863,1,Ten,75,0,,,September,1969,
865,1,Alma,75,8,,,May,1970,
891,1,Gertrude,75,0,,,September,1974,
1329,2,Arthur,,,,North Carolina,July,2014,4-Jul
896,1,Holly,75,0,,,October,1976,
902,1,Clara,75,0,,,September,1977,
923,1,Earl,75,0,,,September,1980,
931,1,Chantal,75,0,,,September,1983,
934,1,Hortense,75,0,,,September,1984,
949,1,Arlene,75,0,"$8,000.00 ",,August,1987,
1071,4,Gonzalo,,,,,October,2014,
1081,1,Hermine,80,5,,Florida,September,2016,2-Sep
951,1,Debby,75,20,,,August,1988,
1073,4,Joaquin,,,,,October,2015,
962,1,Lili,75,0,,,October,1990,
964,1,1991 Perfect Storm,75,13,"$200,000,000.00 ",,October,1991,
968,1,Floyd,75,0,,,September,1993,
969,1,Harvey,75,0,,,September,1993,
1082,4,Harvey,,89,"$143,750,000,000.00 ",Texas,August,2017,26-Aug
974,1,Allison,75,1,"$1,700,000.00 ",,June,1995,
1086,1,Nate,90,48,,Louisiana,October,2017,7-Oct
1087,1,Nate,90,48,,Mississippi,October,2017,8-Oct
976,1,Noel,75,0,,,September,1995,
978,1,Marco,75,13,"$3,885,000,000.00 ",,November,1996,
984,1,Bill,75,0,,,July,1997,
988,1,Lisa,75,0,,,October,1998,
1089,5,Michael,160,49,"$27,972,000,000.00 ",Florida,October,2018,10-Oct
1003,1,Noel,75,0,,,November,2001,
1010,1,Erika,75,2,"$100,000.00 ",,August,2003,
1011,1,Danny,75,0,,,July,2003,
1019,1,Lisa,75,0,,,September,2004,
1096,1,Barry,75,1,,Louisiana,July,2019,13-Jul
1037,1,Vince,75,0,,,October,2005,
1038,1,Ernesto,75,11,"$500,000,000.00 ",,August,2006,
1047,1,Karen,75,0,,,September,2007,
1104,1,Hanna,90,0,"$1,171,800,000.00 ",Texas,July,2020,25-Jul
1101,1,Isaias,90,16,"$5,185,200,000.00 ",North Carolina,August,2020,4-Aug
1102,1,Isaias,90,16,"$5,185,200,000.00 ",South Carolina,August,2020,4-Aug
1099,4,Laura,,42,"$25,304,500,000.00 ",Louisiana,August,2020,27-Aug
1058,1,Shary,75,0,,,October,2010,
1160,2,Sally,,,,Alabama,September,2020,16-Sep
1161,2,Sally,,,,Florida,September,2020,16-Sep
1060,1,Nate,75,5,,,September,2011,
1163,3,Zeta,,,,Louisiana,October,2020,28-Oct
1162,1,Zeta,,,,Alabama,October,2020,29-Oct
1164,2,Zeta,,,,Mississippi,October,2020,29-Oct
1105,4,Eta,,,,,November,2020,
1093,1,Isaac,75,0,,,September,2018,
1107,4,Iota,,,,,November,2020,
1106,1,Gamma,75,6,,,October,2020,
1108,1,Marco,75,1,,,August,2020,
1111,4,Ida,105,96,#REF!,Louisiana,August,2021,29-Aug
1110,1,Nicholas,75,0,"$1,056,600,000.00 ",Texas,September,2021,14-Sep
1109,1,Nana,75,0,,,September,2020,
1113,1,Henri,75,2,,,August,2021,
1114,4,Sam,,,,,September,2021,
