Track for Larry                2021
Date       Time (UTC)   Latitude     Longitude
MM/DD/Year HH:MM:SS      (deg)         (deg)
09/08/2021 05:55:23     26.121 N     57.061 W
09/08/2021 05:57:23     26.128 N     57.064 W
09/08/2021 06:00:24     26.135 N     57.067 W
09/08/2021 06:01:24     26.141 N     57.069 W
09/08/2021 06:03:24     26.148 N     57.072 W
09/08/2021 06:05:24     26.155 N     57.075 W
09/08/2021 06:07:23     26.162 N     57.078 W
09/08/2021 06:09:23     26.169 N     57.081 W
09/08/2021 06:11:23     26.176 N     57.083 W
09/08/2021 06:13:23     26.183 N     57.086 W
09/08/2021 06:15:24     26.190 N     57.089 W
09/08/2021 06:17:24     26.197 N     57.092 W
09/08/2021 06:19:24     26.204 N     57.095 W
09/08/2021 06:21:23     26.211 N     57.097 W
09/08/2021 06:23:23     26.217 N     57.100 W
09/08/2021 06:25:23     26.224 N     57.103 W
09/08/2021 06:27:23     26.231 N     57.106 W
09/08/2021 06:29:24     26.238 N     57.109 W
09/08/2021 06:31:24     26.245 N     57.112 W
09/08/2021 06:33:24     26.252 N     57.115 W
09/08/2021 06:35:24     26.259 N     57.118 W
09/08/2021 06:37:23     26.266 N     57.121 W
09/08/2021 06:39:23     26.273 N     57.124 W
09/08/2021 06:41:23     26.280 N     57.126 W
09/08/2021 06:43:23     26.287 N     57.129 W
09/08/2021 06:45:24     26.293 N     57.132 W
09/08/2021 06:47:24     26.300 N     57.135 W
09/08/2021 06:49:24     26.307 N     57.138 W
09/08/2021 06:51:23     26.314 N     57.141 W
09/08/2021 06:53:23     26.321 N     57.144 W
09/08/2021 06:55:23     26.328 N     57.148 W
09/08/2021 06:57:23     26.335 N     57.151 W
09/08/2021 07:00:24     26.341 N     57.154 W
09/08/2021 07:01:24     26.348 N     57.157 W
09/08/2021 07:03:24     26.355 N     57.160 W
09/08/2021 07:05:24     26.362 N     57.163 W
09/08/2021 07:07:23     26.369 N     57.166 W
09/08/2021 07:09:23     26.375 N     57.169 W
09/08/2021 07:11:23     26.382 N     57.172 W
09/08/2021 07:13:23     26.389 N     57.176 W
09/08/2021 07:15:24     26.395 N     57.179 W
09/08/2021 07:17:24     26.402 N     57.182 W
09/08/2021 07:19:24     26.409 N     57.185 W
09/08/2021 07:21:23     26.415 N     57.189 W
09/08/2021 07:23:23     26.422 N     57.192 W
09/08/2021 07:25:23     26.429 N     57.195 W
09/08/2021 07:27:23     26.435 N     57.198 W
09/08/2021 07:29:24     26.442 N     57.202 W
09/08/2021 07:31:24     26.448 N     57.205 W
09/08/2021 07:33:24     26.455 N     57.209 W
09/08/2021 07:35:24     26.462 N     57.212 W
09/08/2021 07:37:23     26.468 N     57.215 W
09/08/2021 07:39:23     26.474 N     57.219 W
09/08/2021 07:41:23     26.481 N     57.222 W
09/08/2021 07:43:23     26.487 N     57.226 W
09/08/2021 07:45:24     26.494 N     57.229 W
09/08/2021 07:47:24     26.500 N     57.233 W
09/08/2021 07:49:24     26.506 N     57.236 W
09/08/2021 07:51:23     26.513 N     57.240 W
09/08/2021 07:53:23     26.519 N     57.244 W
09/08/2021 07:55:23     26.525 N     57.247 W
09/08/2021 07:57:23     26.532 N     57.251 W
09/08/2021 08:00:24     26.538 N     57.255 W
09/08/2021 08:01:24     26.544 N     57.258 W
09/08/2021 08:03:24     26.550 N     57.262 W
09/08/2021 08:05:24     26.556 N     57.266 W
09/08/2021 08:07:23     26.562 N     57.269 W
09/08/2021 08:09:23     26.568 N     57.273 W
09/08/2021 08:11:23     26.574 N     57.277 W
09/08/2021 08:13:23     26.580 N     57.281 W
09/08/2021 08:15:24     26.586 N     57.285 W
09/08/2021 08:17:24     26.592 N     57.289 W
09/08/2021 08:19:24     26.598 N     57.293 W
09/08/2021 08:21:23     26.604 N     57.297 W
09/08/2021 08:23:23     26.610 N     57.301 W
09/08/2021 08:25:23     26.615 N     57.305 W
09/08/2021 08:27:23     26.621 N     57.309 W
09/08/2021 08:29:24     26.627 N     57.313 W
09/08/2021 08:31:24     26.632 N     57.317 W
09/08/2021 08:33:24     26.638 N     57.321 W
09/08/2021 08:35:24     26.644 N     57.325 W
09/08/2021 08:37:23     26.649 N     57.329 W
09/08/2021 08:39:23     26.655 N     57.334 W
09/08/2021 08:41:23     26.660 N     57.338 W
09/08/2021 08:43:23     26.666 N     57.342 W
09/08/2021 08:45:24     26.671 N     57.346 W
09/08/2021 08:47:24     26.677 N     57.351 W
09/08/2021 08:49:24     26.682 N     57.355 W
09/08/2021 08:51:23     26.687 N     57.359 W
09/08/2021 08:53:23     26.693 N     57.364 W
09/08/2021 08:55:23     26.698 N     57.368 W
09/08/2021 08:57:23     26.703 N     57.373 W
09/08/2021 09:00:24     26.709 N     57.377 W
09/08/2021 09:01:24     26.714 N     57.381 W
09/08/2021 09:03:24     26.719 N     57.386 W
09/08/2021 09:05:24     26.724 N     57.390 W
09/08/2021 09:07:23     26.729 N     57.395 W
09/08/2021 09:09:23     26.734 N     57.399 W
09/08/2021 09:11:23     26.739 N     57.404 W
09/08/2021 09:13:23     26.744 N     57.409 W
09/08/2021 09:15:24     26.749 N     57.413 W
09/08/2021 09:17:24     26.755 N     57.418 W
09/08/2021 09:19:24     26.759 N     57.423 W
09/08/2021 09:21:23     26.764 N     57.427 W
09/08/2021 09:23:23     26.769 N     57.432 W
09/08/2021 09:25:23     26.774 N     57.437 W
09/08/2021 09:27:23     26.779 N     57.441 W
09/08/2021 09:29:24     26.784 N     57.446 W
09/08/2021 09:31:24     26.789 N     57.451 W
09/08/2021 09:33:24     26.794 N     57.456 W
09/08/2021 09:35:24     26.798 N     57.460 W
09/08/2021 09:37:23     26.803 N     57.465 W
09/08/2021 09:39:23     26.808 N     57.470 W
09/08/2021 09:41:23     26.813 N     57.475 W
09/08/2021 09:43:23     26.817 N     57.480 W
09/08/2021 09:45:24     26.822 N     57.485 W
09/08/2021 09:47:24     26.827 N     57.490 W
09/08/2021 09:49:24     26.831 N     57.495 W
09/08/2021 09:51:23     26.836 N     57.499 W
09/08/2021 09:53:23     26.840 N     57.504 W
09/08/2021 09:55:23     26.845 N     57.509 W
09/08/2021 09:57:23     26.850 N     57.514 W
09/08/2021 10:00:24     26.854 N     57.519 W
09/08/2021 10:01:24     26.859 N     57.524 W
09/08/2021 10:03:24     26.863 N     57.530 W
09/08/2021 10:05:24     26.868 N     57.535 W
09/08/2021 10:07:23     26.872 N     57.540 W
09/08/2021 10:09:23     26.876 N     57.545 W
09/08/2021 10:11:23     26.881 N     57.550 W
09/08/2021 10:13:23     26.885 N     57.555 W
09/08/2021 10:15:24     26.890 N     57.560 W
09/08/2021 10:17:24     26.894 N     57.565 W
09/08/2021 10:19:24     26.898 N     57.570 W
09/08/2021 10:21:23     26.903 N     57.576 W
09/08/2021 10:23:23     26.907 N     57.581 W
09/08/2021 10:25:23     26.911 N     57.586 W
09/08/2021 10:27:23     26.915 N     57.591 W
09/08/2021 10:29:24     26.920 N     57.596 W
09/08/2021 10:31:24     26.924 N     57.602 W
09/08/2021 10:33:24     26.928 N     57.607 W
09/08/2021 10:35:24     26.932 N     57.612 W
09/08/2021 10:37:23     26.937 N     57.617 W
09/08/2021 10:39:23     26.941 N     57.623 W
09/08/2021 10:41:23     26.945 N     57.628 W
09/08/2021 10:43:23     26.949 N     57.633 W
09/08/2021 10:45:24     26.953 N     57.639 W
09/08/2021 10:46:17     26.955 N     57.641 W
09/08/2021 10:48:16     26.959 N     57.646 W
09/08/2021 10:50:16     26.963 N     57.652 W
09/08/2021 10:52:16     26.967 N     57.657 W
09/08/2021 10:54:17     26.971 N     57.662 W
09/08/2021 10:56:17     26.975 N     57.668 W
09/08/2021 10:58:17     26.979 N     57.673 W
09/08/2021 11:00:17     26.983 N     57.678 W
09/08/2021 11:02:16     26.987 N     57.684 W
09/08/2021 11:04:16     26.991 N     57.689 W
09/08/2021 11:06:16     26.994 N     57.694 W
09/08/2021 11:08:16     26.998 N     57.700 W
09/08/2021 11:10:17     27.002 N     57.705 W
09/08/2021 11:12:17     27.006 N     57.710 W
09/08/2021 11:14:17     27.010 N     57.716 W
09/08/2021 11:16:17     27.014 N     57.721 W
09/08/2021 11:18:16     27.018 N     57.727 W
09/08/2021 11:20:16     27.022 N     57.732 W
09/08/2021 11:22:16     27.026 N     57.738 W
09/08/2021 11:24:17     27.030 N     57.743 W
09/08/2021 11:26:17     27.034 N     57.749 W
09/08/2021 11:28:17     27.037 N     57.754 W
09/08/2021 11:30:17     27.041 N     57.760 W
09/08/2021 11:32:16     27.045 N     57.765 W
09/08/2021 11:34:16     27.049 N     57.771 W
09/08/2021 11:36:16     27.053 N     57.776 W
09/08/2021 11:38:16     27.057 N     57.782 W
09/08/2021 11:40:17     27.061 N     57.787 W
09/08/2021 11:42:17     27.065 N     57.793 W
09/08/2021 11:44:17     27.069 N     57.798 W
09/08/2021 11:46:17     27.072 N     57.804 W
09/08/2021 11:48:16     27.076 N     57.809 W
09/08/2021 11:50:16     27.080 N     57.815 W
09/08/2021 11:52:16     27.084 N     57.820 W
09/08/2021 11:54:17     27.088 N     57.826 W
09/08/2021 11:56:17     27.092 N     57.832 W
09/08/2021 11:58:17     27.096 N     57.837 W
09/08/2021 12:00:17     27.100 N     57.843 W
09/08/2021 12:02:16     27.103 N     57.848 W
09/08/2021 12:04:16     27.107 N     57.854 W
09/08/2021 12:06:16     27.111 N     57.860 W
09/08/2021 12:08:16     27.115 N     57.865 W
09/08/2021 12:10:17     27.119 N     57.871 W
09/08/2021 12:12:17     27.123 N     57.877 W
09/08/2021 12:14:17     27.127 N     57.882 W
09/08/2021 12:16:17     27.131 N     57.888 W
09/08/2021 12:18:16     27.134 N     57.894 W
09/08/2021 12:20:16     27.138 N     57.899 W
09/08/2021 12:22:16     27.142 N     57.905 W
09/08/2021 12:24:17     27.146 N     57.911 W
09/08/2021 12:24:43     27.147 N     57.912 W
09/08/2021 12:26:43     27.151 N     57.918 W
09/08/2021 12:28:42     27.155 N     57.923 W
09/08/2021 12:30:42     27.159 N     57.929 W
09/08/2021 12:32:42     27.163 N     57.934 W
09/08/2021 12:34:42     27.167 N     57.940 W
09/08/2021 12:36:43     27.171 N     57.946 W
09/08/2021 12:38:43     27.175 N     57.951 W
09/08/2021 12:40:43     27.179 N     57.957 W
09/08/2021 12:42:43     27.183 N     57.963 W
09/08/2021 12:44:42     27.187 N     57.968 W
09/08/2021 12:46:42     27.191 N     57.974 W
09/08/2021 12:48:42     27.195 N     57.979 W
09/08/2021 12:50:42     27.199 N     57.985 W
09/08/2021 12:52:43     27.203 N     57.991 W
09/08/2021 12:54:43     27.207 N     57.996 W
09/08/2021 12:56:43     27.211 N     58.002 W
09/08/2021 12:58:42     27.215 N     58.008 W
09/08/2021 13:00:42     27.219 N     58.013 W
09/08/2021 13:02:42     27.224 N     58.019 W
09/08/2021 13:04:42     27.228 N     58.025 W
09/08/2021 13:06:43     27.232 N     58.031 W
09/08/2021 13:08:43     27.236 N     58.036 W
09/08/2021 13:10:43     27.240 N     58.042 W
09/08/2021 13:12:43     27.244 N     58.048 W
09/08/2021 13:14:42     27.248 N     58.054 W
09/08/2021 13:16:42     27.252 N     58.059 W
09/08/2021 13:18:42     27.256 N     58.065 W
09/08/2021 13:20:42     27.261 N     58.071 W
09/08/2021 13:22:43     27.265 N     58.077 W
09/08/2021 13:24:43     27.269 N     58.082 W
09/08/2021 13:26:43     27.273 N     58.088 W
09/08/2021 13:28:42     27.277 N     58.094 W
09/08/2021 13:30:42     27.281 N     58.100 W
09/08/2021 13:32:42     27.286 N     58.106 W
09/08/2021 13:34:42     27.290 N     58.111 W
09/08/2021 13:36:43     27.294 N     58.117 W
09/08/2021 13:38:43     27.298 N     58.123 W
09/08/2021 13:40:43     27.302 N     58.129 W
09/08/2021 13:42:43     27.307 N     58.135 W
09/08/2021 13:44:42     27.311 N     58.141 W
09/08/2021 13:46:42     27.315 N     58.146 W
09/08/2021 13:48:42     27.319 N     58.152 W
09/08/2021 13:50:42     27.324 N     58.158 W
09/08/2021 13:52:43     27.328 N     58.164 W
09/08/2021 13:54:43     27.332 N     58.170 W
09/08/2021 13:56:43     27.337 N     58.176 W
09/08/2021 13:58:42     27.341 N     58.182 W
09/08/2021 14:00:42     27.345 N     58.188 W
09/08/2021 14:02:42     27.350 N     58.194 W
09/08/2021 14:04:42     27.354 N     58.200 W
09/08/2021 14:06:43     27.358 N     58.206 W
09/08/2021 14:08:43     27.363 N     58.212 W
09/08/2021 14:10:43     27.367 N     58.218 W
09/08/2021 14:12:43     27.371 N     58.224 W
09/08/2021 14:14:42     27.376 N     58.230 W
09/08/2021 14:16:42     27.380 N     58.236 W
09/08/2021 14:18:42     27.384 N     58.242 W
09/08/2021 14:20:42     27.389 N     58.248 W
09/08/2021 14:22:43     27.393 N     58.254 W
09/08/2021 14:24:43     27.398 N     58.260 W
09/08/2021 14:26:43     27.402 N     58.266 W
09/08/2021 14:28:42     27.407 N     58.272 W
09/08/2021 14:30:42     27.411 N     58.278 W
09/08/2021 14:32:42     27.416 N     58.284 W
09/08/2021 14:34:42     27.420 N     58.290 W
09/08/2021 14:36:43     27.425 N     58.297 W
09/08/2021 14:38:43     27.429 N     58.303 W
09/08/2021 14:40:43     27.434 N     58.309 W
09/08/2021 14:42:43     27.438 N     58.315 W
09/08/2021 14:44:42     27.443 N     58.321 W
09/08/2021 14:46:42     27.447 N     58.327 W
09/08/2021 14:48:42     27.452 N     58.334 W
09/08/2021 14:50:42     27.456 N     58.340 W
09/08/2021 14:52:43     27.461 N     58.346 W
09/08/2021 14:54:43     27.466 N     58.352 W
09/08/2021 14:56:43     27.470 N     58.359 W
09/08/2021 14:58:42     27.475 N     58.365 W
09/08/2021 15:00:42     27.479 N     58.371 W
09/08/2021 15:02:42     27.484 N     58.377 W
09/08/2021 15:04:42     27.489 N     58.384 W
09/08/2021 15:06:43     27.493 N     58.390 W
09/08/2021 15:08:43     27.498 N     58.396 W
09/08/2021 15:10:43     27.503 N     58.403 W
09/08/2021 15:12:43     27.507 N     58.409 W
09/08/2021 15:14:42     27.512 N     58.415 W
09/08/2021 15:16:42     27.517 N     58.422 W
09/08/2021 15:18:42     27.522 N     58.428 W
09/08/2021 15:20:42     27.526 N     58.435 W
09/08/2021 15:22:43     27.531 N     58.441 W
09/08/2021 15:24:43     27.536 N     58.447 W
09/08/2021 15:26:43     27.541 N     58.454 W
09/08/2021 15:28:42     27.546 N     58.460 W
09/08/2021 15:30:42     27.550 N     58.467 W
09/08/2021 15:32:42     27.555 N     58.473 W
09/08/2021 15:34:42     27.560 N     58.480 W
09/08/2021 15:36:43     27.565 N     58.486 W
09/08/2021 15:38:43     27.570 N     58.493 W
09/08/2021 15:40:43     27.575 N     58.499 W
09/08/2021 15:42:43     27.580 N     58.506 W
09/08/2021 15:44:42     27.585 N     58.513 W
09/08/2021 15:46:42     27.590 N     58.519 W
09/08/2021 15:48:42     27.594 N     58.526 W
09/08/2021 15:50:42     27.599 N     58.532 W
09/08/2021 15:52:43     27.604 N     58.539 W
09/08/2021 15:54:43     27.609 N     58.545 W
09/08/2021 15:56:43     27.614 N     58.552 W
09/08/2021 15:58:42     27.619 N     58.559 W
09/08/2021 16:00:43     27.624 N     58.565 W
09/08/2021 16:02:43     27.629 N     58.572 W
09/08/2021 16:04:43     27.634 N     58.579 W
09/08/2021 16:06:43     27.639 N     58.585 W
09/08/2021 16:08:43     27.645 N     58.592 W
09/08/2021 16:10:43     27.650 N     58.599 W
09/08/2021 16:12:43     27.655 N     58.605 W
09/08/2021 16:14:42     27.660 N     58.612 W
09/08/2021 16:16:42     27.665 N     58.619 W
09/08/2021 16:18:42     27.670 N     58.625 W
09/08/2021 16:20:42     27.675 N     58.632 W
09/08/2021 16:22:42     27.680 N     58.639 W
09/08/2021 16:24:42     27.685 N     58.645 W
09/08/2021 16:26:42     27.691 N     58.652 W
09/08/2021 16:28:43     27.696 N     58.659 W
09/08/2021 16:30:43     27.701 N     58.665 W
09/08/2021 16:32:43     27.706 N     58.672 W
09/08/2021 16:34:43     27.711 N     58.679 W
09/08/2021 16:36:43     27.717 N     58.686 W
09/08/2021 16:38:43     27.722 N     58.692 W
09/08/2021 16:40:43     27.727 N     58.699 W
09/08/2021 16:42:43     27.732 N     58.706 W
09/08/2021 16:44:42     27.738 N     58.712 W
09/08/2021 16:46:42     27.743 N     58.719 W
09/08/2021 16:48:42     27.748 N     58.726 W
09/08/2021 16:50:42     27.754 N     58.733 W
09/08/2021 16:52:42     27.759 N     58.739 W
09/08/2021 16:54:42     27.764 N     58.746 W
09/08/2021 16:56:42     27.770 N     58.753 W
09/08/2021 16:58:43     27.775 N     58.759 W
09/08/2021 17:00:43     27.780 N     58.766 W
09/08/2021 17:02:43     27.786 N     58.773 W
09/08/2021 17:04:43     27.791 N     58.780 W
09/08/2021 17:06:43     27.796 N     58.786 W
09/08/2021 17:08:43     27.802 N     58.793 W
09/08/2021 17:10:43     27.807 N     58.800 W
09/08/2021 17:12:43     27.813 N     58.806 W
09/08/2021 17:14:42     27.818 N     58.813 W
09/08/2021 17:16:42     27.824 N     58.820 W
09/08/2021 17:18:42     27.829 N     58.827 W
09/08/2021 17:20:42     27.834 N     58.833 W
09/08/2021 17:22:42     27.840 N     58.840 W
09/08/2021 17:24:42     27.845 N     58.847 W
09/08/2021 17:26:42     27.851 N     58.853 W
09/08/2021 17:28:43     27.856 N     58.860 W
09/08/2021 17:30:43     27.862 N     58.867 W
09/08/2021 17:32:43     27.868 N     58.873 W
09/08/2021 17:34:43     27.873 N     58.880 W
09/08/2021 17:36:43     27.879 N     58.887 W
09/08/2021 17:38:43     27.884 N     58.893 W
09/08/2021 17:40:43     27.890 N     58.900 W
09/08/2021 17:42:43     27.895 N     58.907 W
09/08/2021 17:44:42     27.901 N     58.913 W
09/08/2021 17:46:42     27.907 N     58.920 W
09/08/2021 17:48:42     27.912 N     58.926 W
09/08/2021 17:50:42     27.918 N     58.933 W
09/08/2021 17:52:42     27.923 N     58.940 W
09/08/2021 17:54:42     27.929 N     58.946 W
09/08/2021 17:56:42     27.935 N     58.953 W
09/08/2021 17:58:43     27.940 N     58.959 W
09/08/2021 18:00:43     27.946 N     58.966 W
09/08/2021 18:02:43     27.952 N     58.972 W
09/08/2021 18:04:43     27.957 N     58.979 W
09/08/2021 18:06:43     27.963 N     58.985 W
09/08/2021 18:08:43     27.969 N     58.992 W
09/08/2021 18:10:43     27.974 N     58.998 W
09/08/2021 18:12:43     27.980 N     59.005 W
09/08/2021 18:14:42     27.986 N     59.011 W
09/08/2021 18:16:42     27.992 N     59.018 W
09/08/2021 18:18:42     27.997 N     59.024 W
09/08/2021 18:20:42     28.003 N     59.031 W
09/08/2021 18:22:42     28.009 N     59.037 W
09/08/2021 18:24:42     28.015 N     59.044 W
09/08/2021 18:26:42     28.021 N     59.050 W
09/08/2021 18:28:43     28.026 N     59.056 W
09/08/2021 18:30:43     28.032 N     59.063 W
09/08/2021 18:32:43     28.038 N     59.069 W
09/08/2021 18:34:43     28.044 N     59.075 W
09/08/2021 18:36:43     28.050 N     59.082 W
09/08/2021 18:38:43     28.055 N     59.088 W
09/08/2021 18:40:43     28.061 N     59.094 W
09/08/2021 18:42:43     28.067 N     59.101 W
09/08/2021 18:44:42     28.073 N     59.107 W
09/08/2021 18:46:42     28.079 N     59.113 W
09/08/2021 18:48:42     28.085 N     59.119 W
09/08/2021 18:50:42     28.091 N     59.126 W
09/08/2021 18:52:42     28.097 N     59.132 W
09/08/2021 18:54:42     28.103 N     59.138 W
09/08/2021 18:56:42     28.108 N     59.144 W
09/08/2021 18:58:43     28.114 N     59.150 W
09/08/2021 19:00:43     28.120 N     59.156 W
09/08/2021 19:02:43     28.126 N     59.162 W
09/08/2021 19:04:43     28.132 N     59.168 W
09/08/2021 19:06:43     28.138 N     59.174 W
09/08/2021 19:08:43     28.144 N     59.181 W
09/08/2021 19:10:43     28.150 N     59.187 W
09/08/2021 19:12:43     28.156 N     59.193 W
09/08/2021 19:14:42     28.162 N     59.199 W
09/08/2021 19:16:42     28.168 N     59.204 W
09/08/2021 19:18:42     28.174 N     59.210 W
09/08/2021 19:20:42     28.180 N     59.216 W
09/08/2021 19:22:42     28.186 N     59.222 W
09/08/2021 19:24:42     28.192 N     59.228 W
09/08/2021 19:26:42     28.198 N     59.234 W
09/08/2021 19:28:43     28.204 N     59.240 W
09/08/2021 19:30:43     28.210 N     59.246 W
09/08/2021 19:32:43     28.216 N     59.251 W
09/08/2021 19:34:43     28.222 N     59.257 W
09/08/2021 19:36:43     28.229 N     59.263 W
09/08/2021 19:38:43     28.235 N     59.268 W
09/08/2021 19:40:43     28.241 N     59.274 W
09/08/2021 19:42:43     28.247 N     59.280 W
09/08/2021 19:44:42     28.253 N     59.285 W
09/08/2021 19:46:42     28.259 N     59.291 W
09/08/2021 19:48:42     28.265 N     59.297 W
09/08/2021 19:50:42     28.271 N     59.302 W
09/08/2021 19:52:42     28.277 N     59.308 W
09/08/2021 19:54:42     28.284 N     59.313 W
09/08/2021 19:56:42     28.290 N     59.319 W
09/08/2021 19:58:43     28.296 N     59.324 W
09/08/2021 20:00:43     28.302 N     59.329 W
09/08/2021 20:02:43     28.308 N     59.335 W
09/08/2021 20:04:43     28.314 N     59.340 W
09/08/2021 20:06:43     28.321 N     59.346 W
09/08/2021 20:08:43     28.327 N     59.351 W
09/08/2021 20:10:43     28.333 N     59.356 W
09/08/2021 20:12:43     28.339 N     59.361 W
09/08/2021 20:14:42     28.345 N     59.367 W
09/08/2021 20:16:42     28.352 N     59.372 W
09/08/2021 20:18:42     28.358 N     59.377 W
09/08/2021 20:20:42     28.364 N     59.382 W
09/08/2021 20:22:42     28.370 N     59.387 W
09/08/2021 20:24:42     28.377 N     59.393 W
09/08/2021 20:26:42     28.383 N     59.398 W
09/08/2021 20:28:43     28.389 N     59.403 W
09/08/2021 20:30:43     28.395 N     59.408 W
09/08/2021 20:32:43     28.402 N     59.413 W
09/08/2021 20:34:43     28.408 N     59.418 W
09/08/2021 20:36:43     28.414 N     59.423 W
09/08/2021 20:38:43     28.420 N     59.428 W
09/08/2021 20:40:43     28.427 N     59.433 W
09/08/2021 20:42:43     28.433 N     59.438 W
09/08/2021 20:44:42     28.439 N     59.443 W
09/08/2021 20:46:42     28.446 N     59.447 W
09/08/2021 20:48:42     28.452 N     59.452 W
09/08/2021 20:50:42     28.458 N     59.457 W
09/08/2021 20:52:42     28.465 N     59.462 W
09/08/2021 20:54:42     28.471 N     59.467 W
09/08/2021 20:56:42     28.477 N     59.472 W
09/08/2021 20:58:43     28.484 N     59.476 W
09/08/2021 21:00:43     28.490 N     59.481 W
09/08/2021 21:02:43     28.496 N     59.486 W
09/08/2021 21:04:43     28.503 N     59.490 W
09/08/2021 21:06:43     28.509 N     59.495 W
09/08/2021 21:08:43     28.515 N     59.500 W
09/08/2021 21:10:43     28.522 N     59.504 W
09/08/2021 21:12:43     28.528 N     59.509 W
09/08/2021 21:14:42     28.535 N     59.514 W
09/08/2021 21:16:42     28.541 N     59.518 W
09/08/2021 21:18:42     28.547 N     59.523 W
09/08/2021 21:20:42     28.554 N     59.527 W
09/08/2021 21:22:42     28.560 N     59.532 W
09/08/2021 21:24:42     28.567 N     59.536 W
09/08/2021 21:26:42     28.573 N     59.541 W
09/08/2021 21:28:43     28.579 N     59.545 W
09/08/2021 21:30:43     28.586 N     59.550 W
09/08/2021 21:32:43     28.592 N     59.554 W
09/08/2021 21:34:43     28.599 N     59.559 W
09/08/2021 21:36:43     28.605 N     59.563 W
09/08/2021 21:38:43     28.612 N     59.568 W
09/08/2021 21:40:43     28.618 N     59.572 W
09/08/2021 21:42:43     28.625 N     59.576 W
09/08/2021 21:44:42     28.631 N     59.581 W
09/08/2021 21:46:42     28.637 N     59.585 W
09/08/2021 21:48:42     28.644 N     59.589 W
09/08/2021 21:50:42     28.650 N     59.594 W
09/08/2021 21:52:42     28.657 N     59.598 W
09/08/2021 21:54:42     28.663 N     59.602 W
09/08/2021 21:56:42     28.670 N     59.607 W
09/08/2021 21:58:43     28.676 N     59.611 W
09/08/2021 22:00:43     28.683 N     59.615 W
09/08/2021 22:02:43     28.689 N     59.619 W
09/08/2021 22:04:43     28.696 N     59.624 W
09/08/2021 22:06:43     28.702 N     59.628 W
09/08/2021 22:08:43     28.709 N     59.632 W
09/08/2021 22:10:43     28.715 N     59.636 W
09/08/2021 22:12:43     28.722 N     59.640 W
09/08/2021 22:14:42     28.728 N     59.644 W
09/08/2021 22:16:42     28.735 N     59.649 W
09/08/2021 22:18:42     28.741 N     59.653 W
09/08/2021 22:20:42     28.748 N     59.657 W
09/08/2021 22:22:42     28.754 N     59.661 W
09/08/2021 22:24:42     28.761 N     59.665 W
09/08/2021 22:26:42     28.767 N     59.669 W
09/08/2021 22:28:43     28.774 N     59.673 W
09/08/2021 22:30:43     28.781 N     59.677 W
09/08/2021 22:32:43     28.787 N     59.681 W
09/08/2021 22:33:37     28.790 N     59.683 W
09/08/2021 22:35:37     28.797 N     59.687 W
09/08/2021 22:37:37     28.803 N     59.691 W
09/08/2021 22:39:37     28.810 N     59.695 W
09/08/2021 22:41:37     28.816 N     59.699 W
09/08/2021 22:43:36     28.823 N     59.703 W
09/08/2021 22:45:36     28.829 N     59.707 W
09/08/2021 22:47:36     28.836 N     59.711 W
09/08/2021 22:49:36     28.842 N     59.715 W
09/08/2021 22:51:36     28.849 N     59.719 W
09/08/2021 22:53:36     28.855 N     59.723 W
09/08/2021 22:55:36     28.862 N     59.727 W
09/08/2021 22:57:37     28.868 N     59.731 W
09/08/2021 23:00:37     28.875 N     59.734 W
09/08/2021 23:01:37     28.882 N     59.738 W
09/08/2021 23:03:37     28.888 N     59.742 W
09/08/2021 23:05:37     28.895 N     59.746 W
09/08/2021 23:07:37     28.901 N     59.750 W
09/08/2021 23:09:37     28.908 N     59.754 W
09/08/2021 23:11:37     28.914 N     59.758 W
09/08/2021 23:13:36     28.921 N     59.762 W
09/08/2021 23:15:36     28.928 N     59.766 W
09/08/2021 23:17:36     28.934 N     59.769 W
09/08/2021 23:19:36     28.941 N     59.773 W
09/08/2021 23:21:36     28.947 N     59.777 W
09/08/2021 23:23:36     28.954 N     59.781 W
09/08/2021 23:25:36     28.961 N     59.785 W
09/08/2021 23:27:37     28.967 N     59.789 W
09/08/2021 23:29:37     28.974 N     59.792 W
09/08/2021 23:31:37     28.980 N     59.796 W
09/08/2021 23:33:37     28.987 N     59.800 W
09/08/2021 23:35:37     28.994 N     59.804 W
09/08/2021 23:37:37     29.000 N     59.808 W
09/08/2021 23:39:37     29.007 N     59.811 W
09/08/2021 23:41:37     29.013 N     59.815 W
09/08/2021 23:43:36     29.020 N     59.819 W
09/08/2021 23:45:36     29.027 N     59.823 W
09/08/2021 23:47:36     29.033 N     59.827 W
09/08/2021 23:49:36     29.040 N     59.830 W
09/08/2021 23:51:36     29.047 N     59.834 W
09/08/2021 23:53:36     29.053 N     59.838 W
09/08/2021 23:55:36     29.060 N     59.842 W
09/08/2021 23:57:37     29.066 N     59.846 W
09/08/2021 00:00:37     29.073 N     59.849 W
09/09/2021 00:01:37     29.080 N     59.853 W
09/09/2021 00:03:37     29.086 N     59.857 W
09/09/2021 00:05:37     29.093 N     59.861 W
09/09/2021 00:07:37     29.100 N     59.864 W
09/09/2021 00:09:37     29.106 N     59.868 W
09/09/2021 00:11:37     29.113 N     59.872 W
09/09/2021 00:13:36     29.120 N     59.876 W
09/09/2021 00:15:36     29.126 N     59.879 W
09/09/2021 00:17:36     29.133 N     59.883 W
09/09/2021 00:19:36     29.140 N     59.887 W
09/09/2021 00:21:36     29.146 N     59.891 W
09/09/2021 00:21:51     29.147 N     59.891 W
